run
1010
1027
1029
104
105
1060
1062
1070
1071
1077
1088
108
1102
1115
1118
1134
1140
1161
116
1188
1200
1213
1219
1225
1226
1228
1232
1249
1250
1251
1258
1286
1289
1291
1322
1325
132
1334
1342
1344
1349
1371
1374
1379
1407
140
1420
1444
1446
1449
1450
1459
145
1472
1473
1474
1477
1484
1496
1537
1545
1548
1573
1577
1586
1631
1655
1659
1668
1693
1697
1702
1704
1705
1708
1736
1737
1744
1752
1772
1791
17
180
1813
1815
1817
1820
1853
1868
1879
1886
1887
192
1960
1977
1983
1985
2004
2006
2016
201
2029
2041
2049
2068
2087
2095
2098
2104
212
214
2151
2175
2203
2219
2222
2243
224
2260
2262
2278
2293
2295
229
2329
2333
2337
2338
2354
2379
237
2384
2390
2406
2407
2417
2443
2456
2503
2519
2546
2556
256
2571
2592
259
25
2606
2608
2615
2640
2656
2665
2672
2692
2711
2726
2727
2736
2766
2787
2805
285
2879
2890
2901
2911
291
2921
2973
2978
2995
3021
3023
3037
3041
3088
3099
3164
3175
3181
3196
3222
3267
3271
3316
3331
3407
3473
3508
3564
3582
3618
3627
3658
3853
38
3938
3958
3966
3969
3989
4005
401
4030
4099
410
4238
4252
4293
4370
4401
446
4629
4710
4760
4871
4887
5038
5235
556
5816
6771
6821
