run
100
101
102
103
104
105
107
108
10
110
111
112
113
114
116
117
118
11
120
121
122
123
125
126
127
128
129
12
130
132
133
134
136
137
138
139
13
140
142
143
144
145
146
148
149
14
150
1010
1027
1029
104
105
1060
1062
1070
1071
1077
1088
108
1102
1115
1118
1134
1140
1161
116
1188
1200
1213
1219
1225
1226
1228
1232
1249
1250
1251
1258
1286
1289
1291
1322
1325
132
1334
1342
1344
1349
1371
1374
1379
1407
140
1420
1444
1446
1449
1450
1459
